year,iso_code,country,Y,X1,X2,X3,X4,X5,D
2020,JOR,Jordan,118.5701937,13.22475241,28.6970275,4.78,7.1,9022.639304,HighFreedom
2021,JOR,Jordan,120.2364205,12.92466099,29.33777753,4.8,7.19,9182.496161,HighFreedom
2022,JOR,Jordan,121.8932657,12.54106972,29.27987796,4.75,7.32,9266.575383,HighFreedom
2023,JOR,Jordan,120.5971854,12.08819732,30.20142674,4.93,7.25,9381.35436,HighFreedom
2013,JPN,Japan,131.8593688,33.88245377,128.2114434,8,7.5,42492.24396,HighFreedom
2014,JPN,Japan,132.7909522,33.85473355,127.3560908,8.01,7.49,42674.69763,HighFreedom
2015,JPN,Japan,132.9518445,34.08340406,127.4364472,8.01,7.71,43386.71007,HighFreedom
2016,JPN,Japan,135.776114,33.99940967,127.4040147,8,7.73,43736.13051,HighFreedom
2017,JPN,Japan,141.7304406,33.86786786,127.1723523,8.01,7.79,44505.27926,HighFreedom
2018,JPN,Japan,145.4657411,33.85846866,126.8018711,8.03,7.9,44848.48994,HighFreedom
2019,JPN,Japan,147.2263582,33.74158452,123.4635252,8.03,7.76,44730.91028,HighFreedom
2020,JPN,Japan,156.3372551,33.71891996,120.9806445,8.03,7.49,42992.47964,HighFreedom
2021,JPN,Japan,168.3353937,33.79707735,116.6084659,7.78,7.58,44355.34872,HighFreedom
2022,JPN,Japan,171.3807463,33.75481256,113.0691467,7.78,7.6,44972.34384,HighFreedom
2023,JPN,Japan,167.3619158,33.74288382,109.8295827,7.78,7.59,45858.65951,HighFreedom
2013,KEN,Kenya,28.80996571,5.385984959,9.67144014,4.77,5.96,4443.371216,LowFreedom
2014,KEN,Kenya,38.1788972,5.606353968,9.858279219,4.79,6.23,4558.551553,LowFreedom
2015,KEN,Kenya,36.10989836,5.73377574,9.951725709,4.8,5.99,4679.621828,LowFreedom
2016,KEN,Kenya,33.9770131,5.527463144,9.43505277,4.85,6.48,4770.310464,LowFreedom
2017,KEN,Kenya,35.6746854,5.3756048850000004,9.734669102,4.93,6.21,4846.862109,LowFreedom
2018,KEN,Kenya,34.89697302,5.177802666,9.475914053,4.84,6.5,5017.667847,LowFreedom
2019,KEN,Kenya,35.14959347,4.972582912,7.986663214,4.84,6.69,5171.712643,LowFreedom
2020,KEN,Kenya,37.43963673,4.860556593,7.60782771,4.75,6.58,5057.401155,LowFreedom
2021,KEN,Kenya,37.92619879,4.590864768,7.024206974,5.01,6.76,5338.852434,LowFreedom
2022,KEN,Kenya,37.05551184,4.506237776,6.848648033,5.11,6.64,5491.693783,LowFreedom
2023,KEN,Kenya,37.0309035,4.477680582,6.592301348,5.1,6.48,5682.989162,LowFreedom
2013,KGZ,Kyrgyz Republic,18.95163764,7.816933942,20.56029571,4.42,6,5418.54062,LowFreedom
2014,KGZ,Kyrgyz Republic,20.59792642,7.832798174,24.65972422,4.41,6.07,5513.75447,LowFreedom
2015,KGZ,Kyrgyz Republic,23.89784403,8.205558465,30.00612504,4.46,5.98,5600.214334,LowFreedom
2016,KGZ,Kyrgyz Republic,22.4800215,8.317486813,30.98204257,4.49,5.89,5715.010412,LowFreedom
2017,KGZ,Kyrgyz Republic,22.92224383,8.042676687,33.03576209,4.46,5.99,5861.222,LowFreedom
2018,KGZ,Kyrgyz Republic,23.37924203,7.934487733,36.30142798,4.44,6.11,5951.828768,LowFreedom
2019,KGZ,Kyrgyz Republic,23.08104285,7.813203639,38.54814014,4.46,6.07,6087.601938,LowFreedom
2020,KGZ,Kyrgyz Republic,28.28370395,7.41933412,41.10532575,4.39,6.04,5537.795473,LowFreedom
2021,KGZ,Kyrgyz Republic,31.03349126,7.298769123,41.61387768,4.39,6.14,5736.478834,LowFreedom
2022,KGZ,Kyrgyz Republic,33.20690485,7.288143708,43.62199797,4.41,6.03,6139.777888,LowFreedom
2023,KGZ,Kyrgyz Republic,32.34098343,7.175517553,47.27892032,4.34,6.19,6575.775413,LowFreedom
2013,KHM,Cambodia,35.29789983,4.735359062,8.410853365,3.07,5.06,4419.398868,LowFreedom
2014,KHM,Cambodia,41.14972145,5.668006056,10.86766085,3.1,5.28,4702.730618,LowFreedom
2015,KHM,Cambodia,43.34680586,6.112007905,13.31477414,3.16,5.14,4968.572767,LowFreedom
2016,KHM,Cambodia,51.67142012,7.245015698,14.49928429,3.13,5.33,5283.729649,LowFreedom
2017,KHM,Cambodia,58.59563068,7.533615457,16.76161117,3.13,5.3,5632.031256,LowFreedom
2018,KHM,Cambodia,66.02746941,7.861097635,19.5091624,3.24,5.41,6050.590883,LowFreedom
2019,KHM,Cambodia,69.50154344,8.331302781,23.3594534,3.25,5.41,6448.88456,LowFreedom
2020,KHM,Cambodia,85.08644929,11.62431195,26.39759797,3.22,5.33,6128.782438,LowFreedom
2021,KHM,Cambodia,94.78123712,12.37510422,31.59311338,3.23,5.24,6225.532655,LowFreedom
2022,KHM,Cambodia,94.49551886,12.50518367,37.8164779,3.27,5.28,6458.368149,LowFreedom
2023,KHM,Cambodia,105.8244899,14.19837137,46.18371346,3.27,5.28,6695.291948,LowFreedom
2013,KOR,Korea Rep.,64.27276797,18.02701124,288.6831359,6.79,7.23,40483.25341,HighFreedom
2014,KOR,Korea Rep.,65.94771584,17.1999264,280.8601681,6.87,7.23,41518.09423,HighFreedom
2015,KOR,Korea Rep.,66.85107102,16.7479911,275.8235929,6.94,7.21,42459.90289,HighFreedom
2016,KOR,Korea Rep.,67.70079974,16.21092938,271.1150623,6.97,7.21,43538.02127,HighFreedom
2017,KOR,Korea Rep.,67.49744175,15.39950662,271.93559,7.06,7.27,44787.64824,HighFreedom
2018,KOR,Korea Rep.,69.50697333,15.23514897,266.2797561,7.08,7.29,45890.43041,HighFreedom
2019,KOR,Korea Rep.,74.2685354,15.02406364,263.3225201,7.1,7.19,46757.26145,HighFreedom
2020,KOR,Korea Rep.,82.47974973,14.28557129,258.1917259,7.09,7.04,46361.59578,HighFreedom
2021,KOR,Korea Rep.,84.11777149,13.57402442,256.8552327,7.1,7.08,48419.64325,HighFreedom
2022,KOR,Korea Rep.,84.25979809,12.89363377,252.633954,7.17,7.04,49777.9293,HighFreedom
2023,KOR,Korea Rep.,83.00286516,12.70001381,244.4692928,7.15,7.07,50414.20834,HighFreedom
2013,KWT,Kuwait,51.3522378,14.61735599,53.90150022,5.22,6.49,62458.80891,LowFreedom
2014,KWT,Kuwait,56.19315113,14.64142145,57.02816185,5.24,6.31,60065.65444,LowFreedom
2015,KWT,Kuwait,76.27932342,14.14105907,56.96445491,5.24,5.89,57763.51744,LowFreedom
2016,KWT,Kuwait,79.30832108,13.76300676,63.43089457,5.23,6.32,56936.62084,LowFreedom
2017,KWT,Kuwait,73.25747188,13.19518091,64.38391057,5.25,5.83,52285.58712,LowFreedom
2018,KWT,Kuwait,67.11795744,12.71883205,69.68982168,5.24,6.08,51623.80791,LowFreedom
2019,KWT,Kuwait,69.2846587,12.04781619,76.00921772,5.28,6.4,51380.6455,LowFreedom
2020,KWT,Kuwait,97.68400096,11.65204197,61.60981405,5.27,6.4,49372.57295,LowFreedom
2021,KWT,Kuwait,76.77237354,12.19570986,63.90551969,5.27,6.04,50651.95758,LowFreedom
2022,KWT,Kuwait,74.19428137,11.38171299,62.54547965,5.26,6.03,51379.88333,LowFreedom
2023,KWT,Kuwait,87.68744643,10.75800661,58.80199851,5.34,6.2,47777.40128,LowFreedom
2013,LAO,Lao PDR,37.5954108,2.693787504,17.59020217,4.52,3.07,5974.473689,LowFreedom
2014,LAO,Lao PDR,43.06808578,2.8359721,19.46917355,4.52,5.04,6341.212297,LowFreedom
2015,LAO,Lao PDR,46.14844261,2.862679468,22.63718841,4.58,4.92,6703.741243,LowFreedom
2016,LAO,Lao PDR,47.17926626,2.953510452,23.60652515,4.57,5.25,7063.255453,LowFreedom
2017,LAO,Lao PDR,48.35333202,3.040970103,25.36253538,4.42,5.23,7432.459633,LowFreedom
2018,LAO,Lao PDR,48.33725587,3.125476066,25.35568332,4.43,5.36,7775.085745,LowFreedom
2019,LAO,Lao PDR,53.6913786,3.125428732,26.48496425,4.45,5.49,8075.275024,LowFreedom
2020,LAO,Lao PDR,61.14476412,3.144585243,26.98770626,4.46,5.37,7995.595025,LowFreedom
2021,LAO,Lao PDR,70.89857109,3.064881591,27.64249894,4.45,5.71,8080.435532,LowFreedom
2022,LAO,Lao PDR,82.95751268,2.968213687,27.46076405,4.42,5.76,8183.032865,LowFreedom
2023,LAO,Lao PDR,86.96800264,2.818092152,28.66939082,4.45,5.76,8372.155919,LowFreedom
2013,LBN,Lebanon,229.2671704,24.40421253,35.53966013,3.42,5.28,16396.49693,LowFreedom
2014,LBN,Lebanon,236.6619779,22.75573423,33.93250416,3.55,5.25,15205.87327,LowFreedom
2015,LBN,Lebanon,239.0836631,22.73662329,35.5415897,3.66,5.13,14980.02052,LowFreedom
2016,LBN,Lebanon,250.7081652,23.76270639,38.52308549,3.71,5.21,15572.36117,LowFreedom
2017,LBN,Lebanon,251.2494289,24.75450486,42.26487276,3.69,5.15,16128.58382,LowFreedom
2018,LBN,Lebanon,246.7304006,26.00933018,46.02891205,3.63,5.2,16290.05165,LowFreedom
2019,LBN,Lebanon,234.7982398,26.4517207,47.94823219,3.62,5.19,15659.5661,LowFreedom
2020,LBN,Lebanon,171.4883298,25.28734849,45.60971229,3.49,5.17,12507.43664,LowFreedom
2021,LBN,Lebanon,63.48282092,22.68147718,41.64309548,3.53,6.01,11599.77551,LowFreedom
2022,LBN,Lebanon,22.83568921,19.79521988,36.21951464,3.53,6.02,11474.75058,LowFreedom
2023,LBN,Lebanon,52.96803572,17.51335837,29.40164347,3.54,5.98,11330.26874,LowFreedom
2013,LSO,Lesotho,32.93400419,3.677648022,10.9563264,4.51,5.84,2914.37516,LowFreedom
2014,LSO,Lesotho,29.52279172,3.638866736,11.44726827,4.65,6.07,2930.61724,LowFreedom
2015,LSO,Lesotho,30.80784207,3.823799327,13.34580942,4.73,5.9,2986.958667,LowFreedom
2016,LSO,Lesotho,28.35497164,3.924731063,15.10651202,4.53,5.5,3057.260916,LowFreedom
2017,LSO,Lesotho,35.12099157,3.868918134,14.81868644,4.51,5.72,2924.680962,LowFreedom
2018,LSO,Lesotho,36.42636748,3.809838729,14.66428492,4.33,5.72,2846.418281,LowFreedom
2019,LSO,Lesotho,37.17641795,3.823184784,14.23074336,4.42,5.75,2773.286399,LowFreedom
2020,LSO,Lesotho,43.02734759,3.83437454,14.08261195,4.39,5.97,2517.110419,LowFreedom
2021,LSO,Lesotho,42.55338299,3.707520568,13.93753102,4.43,5.83,2544.782496,LowFreedom
2022,LSO,Lesotho,41.32772647,3.650651574,14.06176902,4.46,5.77,2577.545441,LowFreedom
2023,LSO,Lesotho,61.03532638,3.58989564,14.29310301,4.43,5.74,2595.829523,LowFreedom
2013,LTU,Lithuania,35.74976703,18.08134389,49.89184824,6.83,7.32,32474.64135,HighFreedom
2014,LTU,Lithuania,39.07639791,16.2225333,51.13884575,6.87,7.39,33975.08438,HighFreedom
2015,LTU,Lithuania,40.08801331,14.52310703,48.91993946,6.93,7.24,35251.29869,HighFreedom
2016,LTU,Lithuania,41.44355474,13.41135016,48.14226304,6.92,7.3,36618.14684,HighFreedom
2017,LTU,Lithuania,40.88810468,13.56024137,46.55131642,6.93,7.39,38774.4892,HighFreedom
2018,LTU,Lithuania,42.18330425,11.39874263,46.7223187,6.99,7.41,41019.79016,HighFreedom
2019,LTU,Lithuania,43.11113368,10.01537926,44.92253796,7.1,7.38,43062.32284,HighFreedom
2020,LTU,Lithuania,53.60529327,10.35392395,43.84698158,7.1,7.08,43091.79737,HighFreedom
2021,LTU,Lithuania,52.10338797,11.07367222,42.53296829,7.11,7.26,45873.52732,HighFreedom
2022,LTU,Lithuania,46.8940425,10.51753768,47.14184874,7.08,6.82,46651.21458,HighFreedom
2023,LTU,Lithuania,44.48918818,10.18784921,46.52041989,7.1,7.16,46159.70817,HighFreedom
2013,LUX,Luxembourg,86.96921845,81.73535907,97.90522685,8.59,7.61,129945.4538,HighFreedom
2014,LUX,Luxembourg,96.51041777,79.67129653,105.3647499,8.61,7.61,130247.6617,HighFreedom
2015,LUX,Luxembourg,86.1081149,77.00934422,108.5705509,8.62,7.63,130097.2562,HighFreedom
2016,LUX,Luxembourg,86.85596356,76.82116485,110.7128552,8.61,7.59,133661.6497,HighFreedom
2017,LUX,Luxembourg,90.11875782,71.82384552,115.6383919,8.61,7.49,132169.834,HighFreedom
2018,LUX,Luxembourg,93.53184901,68.61345922,116.8389191,8.58,7.51,131733.8846,HighFreedom
2019,LUX,Luxembourg,93.09300649,64.91498634,114.2734227,8.58,7.58,132724.7527,HighFreedom
2020,LUX,Luxembourg,94.0228716,59.8437267,107.9830021,8.58,7.41,129865.63,HighFreedom
2021,LUX,Luxembourg,91.38069127,56.68428526,99.42981185,8.57,7.6,136772.4438,HighFreedom
2022,LUX,Luxembourg,89.03301521,52.42101355,88.82449517,8.57,7.58,132573.9944,HighFreedom
2023,LUX,Luxembourg,85.96168259,48.30650926,76.29219912,8.58,7.62,129021.6455,HighFreedom
2013,LVA,Latvia,38.52646027,21.57794699,68.45618223,6.99,7.49,28375.18429,HighFreedom
2014,LVA,Latvia,38.13317948,20.37957848,62.84685041,7.08,7.47,29243.74125,HighFreedom
2015,LVA,Latvia,39.19013981,18.0509609,63.02942783,6.97,7.67,30599.61331,HighFreedom
2016,LVA,Latvia,41.59493711,17.13260516,61.41194384,6.89,7.43,31668.51484,HighFreedom
2017,LVA,Latvia,41.08062898,16.48497578,62.03235329,6.93,7.43,33036.39159,HighFreedom
2018,LVA,Latvia,40.55276622,14.67279965,61.21886577,6.99,7.46,34729.70628,HighFreedom
2019,LVA,Latvia,41.26898129,9.696939559,57.99515775,7.1,7.46,35208.19346,HighFreedom
2020,LVA,Latvia,47.53571789,7.015706413,57.12789508,7.09,7.37,34225.8976,HighFreedom
2021,LVA,Latvia,48.46396618,6.570239972,57.3000736,7.11,7.35,36912.01306,HighFreedom
2022,LVA,Latvia,47.45749184,5.189633644,56.83281722,7.1,7.44,37681.04524,HighFreedom
2023,LVA,Latvia,44.45752628,4.675155654,56.48093453,7.11,7.43,38796.55102,HighFreedom
2013,MAR,Morocco,74.32543962,23.72270026,24.3975345,5.02,6.25,7839.032227,LowFreedom
2014,MAR,Morocco,76.86523794,24.19076312,25.41375418,5.09,6.22,7951.79834,LowFreedom
2015,MAR,Morocco,75.98530403,24.73665982,26.22696524,5.17,6.38,8198.808594,LowFreedom
2016,MAR,Morocco,78.05179625,24.93647767,26.9901165,5.1,6.5,8141.94043,LowFreedom
2017,MAR,Morocco,78.45904108,25.00252403,27.37647744,5.14,6.54,8450.008789,LowFreedom
2018,MAR,Morocco,77.62544165,25.09629024,28.02617735,5.27,6.59,8611.75,LowFreedom
2019,MAR,Morocco,76.73119671,24.90693202,28.89173754,5.27,6.34,8768.175781,LowFreedom
2020,MAR,Morocco,86.99056633,24.46569015,28.95892984,5.25,6.24,8054.562988,LowFreedom
2021,MAR,Morocco,82.70385903,22.48729998,29.32323235,5.33,6.28,8623.265625,LowFreedom
2022,MAR,Morocco,84.84312597,21.61427395,29.54945705,5.35,6.29,8666.079102,LowFreedom
2023,MAR,Morocco,79.54922828,20.91849209,28.23189807,5.36,6.24,8868.711914,LowFreedom
2013,MDA,Moldova,43.41060522,55.01901311,42.56667296,5.39,5.91,11080.06346,LowFreedom
2014,MDA,Moldova,35.4181821,57.52004374,46.03305275,5.38,5.86,11641.12084,LowFreedom
2015,MDA,Moldova,32.11594502,35.57681444,41.95907933,5.28,5.83,11691.07975,LowFreedom
2016,MDA,Moldova,32.57642807,35.76902078,45.90723403,5.28,5.77,12377.36668,LowFreedom
2017,MDA,Moldova,34.03091088,36.13660625,49.33432331,5.33,5.9,13118.82194,LowFreedom
2018,MDA,Moldova,33.5172976,36.93636484,52.21563129,5.78,5.95,13895.50437,LowFreedom
2019,MDA,Moldova,32.05133343,33.96878989,53.19905524,5.82,5.93,14621.24014,LowFreedom
2020,MDA,Moldova,38.58508078,31.87394613,53.12324355,5.88,5.76,13559.26002,LowFreedom
2021,MDA,Moldova,36.79085372,31.21300391,55.57554946,5.99,5.91,15682.07033,HighFreedom
2022,MDA,Moldova,34.48300912,29.21894299,57.74455512,5.87,5.58,15358.01536,LowFreedom
2023,MDA,Moldova,37.50938849,28.88500817,63.21138232,5.79,5.64,15990.47933,LowFreedom
2013,MDG,Madagascar,14.74683465,1.610389245,1.726453335,3.19,5.44,1610.602308,LowFreedom
2014,MDG,Madagascar,14.79006502,1.822277866,1.962453086,3.32,5.34,1620.3578889999999,LowFreedom
2015,MDG,Madagascar,16.41090508,1.979025716,2.189127761,3.4,5.35,1627.580613,LowFreedom
2016,MDG,Madagascar,16.95088152,2.112093526,2.446617656,3.38,5.41,1648.91227,LowFreedom
2017,MDG,Madagascar,18.13996179,2.223548728,2.680964466,3.39,5.19,1669.727643,LowFreedom
2018,MDG,Madagascar,17.82504102,2.284395265,2.820089034,3.42,5.45,1678.786233,LowFreedom
2019,MDG,Madagascar,18.49352202,2.358488454,2.937661568,3.37,5.53,1707.831538,LowFreedom
2020,MDG,Madagascar,21.69931645,2.41606604,3.012840145,3.35,5.11,1545.727144,LowFreedom
2021,MDG,Madagascar,21.81156161,2.846759499,3.038043734,3.14,5.36,1577.432461,LowFreedom
2022,MDG,Madagascar,21.70501245,2.841048784,3.070518109,3.15,5.5,1602.713684,LowFreedom
2023,MDG,Madagascar,22.89230168,2.742554839,2.986573258,3.2,5.75,1629.460972,LowFreedom
2013,MEX,Mexico,20.20170484,14.96103378,49.1331392,5.35,6.4,20805.34804,HighFreedom
2014,MEX,Mexico,21.04366185,14.86625589,50.93090723,5.26,6.29,21069.76616,HighFreedom
2015,MEX,Mexico,22.3149357,14.08043799,53.49603124,5.08,6.35,21408.92832,HighFreedom
2016,MEX,Mexico,23.24693814,14.19678779,55.28377582,5.03,6.27,21578.26336,HighFreedom
2017,MEX,Mexico,23.40068094,14.232724,56.41574971,5.06,6.47,21777.52251,HighFreedom
2018,MEX,Mexico,23.66817109,14.07307549,59.73988766,5.05,6.41,21997.77301,LowFreedom
2019,MEX,Mexico,23.99060833,13.96222605,62.56174126,4.85,6.42,21704.18595,HighFreedom
2020,MEX,Mexico,27.69877879,13.03232981,63.3076507,4.82,6.34,19728.48178,HighFreedom
2021,MEX,Mexico,26.0837591,12.25181899,63.68817142,4.81,6.18,20782.58774,HighFreedom
2022,MEX,Mexico,25.80196871,12.38191686,66.46093294,4.68,6.17,21392.11146,HighFreedom
2023,MEX,Mexico,25.76945445,12.20290389,68.81649387,4.63,6.09,21905.17733,LowFreedom
2013,MKD,North Macedonia,51.66440522,27.21293547,59.4085211,5.2,7.55,17758.27067,HighFreedom
2014,MKD,North Macedonia,54.39009459,27.39496839,61.23956804,5.13,7.57,18452.25103,HighFreedom
2015,MKD,North Macedonia,54.77906482,27.24397522,66.92957847,5.07,7.54,19215.12069,HighFreedom
2016,MKD,North Macedonia,54.27035242,27.62711183,66.2923076,5.04,7.56,19825.8206,HighFreedom
2017,MKD,North Macedonia,54.89044598,28.42502373,65.85662801,4.9,7.44,20121.09987,HighFreedom
2018,MKD,North Macedonia,56.18798551,26.90138337,66.6129493,4.91,7.45,20805.97263,HighFreedom
2019,MKD,North Macedonia,58.55299105,27.0486799,67.042085169999993,4.94,7.39,21766.93705,LowFreedom
2020,MKD,North Macedonia,64.37824375,26.22582977,64.49081217,4.91,7.15,20971.49302,HighFreedom
2021,MKD,North Macedonia,64.27419308,25.51412944,64.50866231,4.81,7.26,22144.24619,LowFreedom
2022,MKD,North Macedonia,60.52743909,25.18659177,66.79062162,4.83,7.2,22822.28881,LowFreedom
2023,MKD,North Macedonia,60.10988768,24.80461419,67.48702211,4.76,7.29,23344.94439,LowFreedom
2013,MLI,Mali,26.03486553,4.757829239,3.768903993,3.79,5.55,2508.921422,LowFreedom
2014,MLI,Mali,28.35813401,5.299263935,3.774526022,3.85,5.56,2615.67031,LowFreedom
2015,MLI,Mali,30.69792057,5.687648021,4.074424219,3.55,5.59,2686.559744,LowFreedom
2016,MLI,Mali,30.42047061,5.708135806,4.376237451,3.49,5.66,2759.109582,LowFreedom
2017,MLI,Mali,30.77013199,4.833070678,4.445650183,3.51,5.71,2816.193289,LowFreedom
2018,MLI,Mali,30.6051904,4.711060718,4.917111088,3.5,5.56,2862.406324,LowFreedom
2019,MLI,Mali,30.9140948,4.654167721,4.980140558,3.44,5.72,2916.170694,LowFreedom
2020,MLI,Mali,36.34338042,4.379756921,4.650759844,3.41,5.58,2796.410384,LowFreedom
2021,MLI,Mali,41.77924529,4.283788147,4.494604493,3.47,5.55,2796.227938,LowFreedom
2022,MLI,Mali,38.41968994,3.988226105,4.32193482,3.46,5.49,2808.522474,LowFreedom
2023,MLI,Mali,35.01960567,3.866118212,4.227584549,3.38,5.5,2854.827174,LowFreedom
2013,MLT,Malta,129.6159618,37.98618184,58.90610807,7.25,7.35,40884.37483,HighFreedom
2014,MLT,Malta,131.3963234,37.16571059,55.47924914,7.24,7.34,43124.08799,HighFreedom
2015,MLT,Malta,129.2875731,37.26975428,55.37970531,7.26,7.33,46130.27338,HighFreedom
2016,MLT,Malta,128.3745846,34.34409192,55.10432659,7.25,7.34,46924.88723,HighFreedom
2017,MLT,Malta,116.8582528,32.12383364,54.78483257,7.23,7.47,51581.94727,HighFreedom
2018,MLT,Malta,111.8316202,29.4867154,52.26100777,7.11,7.45,53371.01656,HighFreedom
2019,MLT,Malta,110.6878075,27.31820196,48.43815641,7.14,7.45,53345.2812,HighFreedom
2020,MLT,Malta,123.8610974,23.5024991,45.43816492,7.2,7.17,50395.85693,HighFreedom
2021,MLT,Malta,117.0590422,22.90828457,44.70451649,7.2,7.48,56805.27661,HighFreedom
2022,MLT,Malta,110.6767761,22.1284535,42.52134203,7.19,7.3,57784.82267,HighFreedom
2023,MLT,Malta,100.9415214,21.66436483,42.07886245,7.18,7.31,59296.7079,HighFreedom
2013,MNE,Montenegro,45.42330637,42.28430067,71.33005861,5.24,7.06,20155.23914,HighFreedom
2014,MNE,Montenegro,48.40520762,41.77998502,70.75006898,5.27,7.3,20476.69448,HighFreedom
2015,MNE,Montenegro,51.20535896,42.87827291,75.92207956,5.21,6.88,21140.1921,HighFreedom
2016,MNE,Montenegro,52.29406153,44.17559505,77.74904728,5.22,6.75,21739.24446,HighFreedom
2017,MNE,Montenegro,54.70478345,43.5101308,80.74853104,5.28,6.78,22741.69406,HighFreedom
2018,MNE,Montenegro,52.04579328,43.44839329,86.7010731,5.36,6.86,23879.09714,HighFreedom
2019,MNE,Montenegro,47.76906052,40.67878816,80.77086304,5.38,6.97,24836.80271,HighFreedom
2020,MNE,Montenegro,54.20595558,37.96039205,81.39960357,5.72,6.89,21040.53173,HighFreedom
2021,MNE,Montenegro,53.32387779,33.56225012,76.93802367,5.66,6.94,23843.43294,HighFreedom
2022,MNE,Montenegro,58.54156756,45.23952361,81.23444891,5.68,6.66,25430.48742,HighFreedom
2023,MNE,Montenegro,52.52911024,35.34824899,82.87200595,5.67,6.88,27044.88371,HighFreedom
2013,MNG,Mongolia,26.58364753,70.14641075,49.75333051,5.81,6.99,13210.09457,HighFreedom
2014,MNG,Mongolia,26.14173247,70.56804426,58.36347672,5.85,6.86,13943.42771,LowFreedom
2015,MNG,Mongolia,27.67302046,69.48051826,72.43414353,5.98,6.64,13974.59673,HighFreedom
2016,MNG,Mongolia,33.61422114,69.208197,87.99460436,5.96,6.16,13898.1457,LowFreedom
2017,MNG,Mongolia,48.59054016,69.44731702,93.34712168,5.97,6.93,14401.53751,HighFreedom
2018,MNG,Mongolia,54.11494563,68.90803102,107.463715,5.94,7.08,15230.24088,HighFreedom
2019,MNG,Mongolia,50.06274178,63.87742767,56.91555657,5.87,7.06,15790.69611,HighFreedom
2020,MNG,Mongolia,59.99046264,62.67269075,48.45734435,5.85,6.35,14801.34208,LowFreedom
2021,MNG,Mongolia,59.05932428,61.37137037,46.21576993,5.79,6.58,14792.25091,LowFreedom
2022,MNG,Mongolia,51.62009945,60.44516803,41.04890808,5.85,6.49,15310.43495,LowFreedom
2023,MNG,Mongolia,49.7956735,59.57389103,30.66115079,5.77,6.57,16222.86389,LowFreedom
2013,MOZ,Mozambique,35.17367842,3.965299356,7.945339601,4.4,5.91,1385.832549,LowFreedom
2014,MOZ,Mozambique,39.78674616,4.219759949,9.433666733,4.69,5.94,1449.929266,LowFreedom
2015,MOZ,Mozambique,44.21479673,4.383605427,10.93126923,4.67,5.93,1512.599746,LowFreedom
2016,MOZ,Mozambique,41.31112958,4.47084792,11.28132753,4.57,5.83,1537.908533,LowFreedom
2017,MOZ,Mozambique,39.26089797,4.375638114,11.36233409,4.63,5.8,1532.007358,LowFreedom
2018,MOZ,Mozambique,39.73712728,4.365334876,11.14043554,4.6,6.06,1538.835121,LowFreedom
2019,MOZ,Mozambique,41.64590006,4.660322716,10.73342043,4.66,6.14,1528.889884,LowFreedom
2020,MOZ,Mozambique,50.33583051,4.148331043,10.13378012,4.65,5.9,1466.124765,LowFreedom
2021,MOZ,Mozambique,48.66808473,3.904877192,9.400417592,4.63,5.99,1457.235409,LowFreedom
2022,MOZ,Mozambique,48.3689844,3.738280324,8.750468676,4.58,5.77,1476.665603,LowFreedom
2023,MOZ,Mozambique,45.28264033,3.600299002,7.927115741,4.52,5.32,1511.636535,LowFreedom
2013,MRT,Mauritania,161.8667051,7.339210138,7.051397976,2.91,5.54,5769.728714,LowFreedom
2014,MRT,Mauritania,198.8696229,7.640690029,8.619071069,2.91,5.64,5837.852037,LowFreedom
2015,MRT,Mauritania,201.8883172,8.051023588,10.2673166,2.89,5.54,5969.542399,LowFreedom
2016,MRT,Mauritania,194.2288485,9.392123344,10.97210671,3.4,5.84,5866.281453,LowFreedom
2017,MRT,Mauritania,215.6964971,9.406228626,11.15127557,3.48,5.86,6050.621808,LowFreedom
2018,MRT,Mauritania,216.513725,11.88036473,11.38534953,3.49,5.9,6153.637909,LowFreedom
2019,MRT,Mauritania,220.2672402,12.34694681,11.30804513,3.51,5.97,6162.210451,LowFreedom
2020,MRT,Mauritania,232.939696,12.14913097,11.95567347,3.42,5.97,5963.235503,LowFreedom
2021,MRT,Mauritania,276.1224657,12.24811765,11.83610146,3.46,5.94,5836.565808,LowFreedom
2022,MRT,Mauritania,279.3037857,11.36884105,11.44125405,3.44,5.93,6053.261787,LowFreedom
2023,MRT,Mauritania,284.8607208,12.16366845,10.73059257,3.45,6.08,6258.710913,LowFreedom
2013,MUS,Mauritius,147.4567514,22.07018318,44.53624409,6.74,7.4,20811.49499,HighFreedom
2014,MUS,Mauritius,155.944574,22.3112488,44.72078504,6.68,7.48,21568.86485,HighFreedom
2015,MUS,Mauritius,164.8612053,21.56775104,45.28251802,6.73,7.52,22335.28362,HighFreedom
2016,MUS,Mauritius,159.8266155,20.26664701,44.21813894,6.68,7.15,23182.04341,HighFreedom
2017,MUS,Mauritius,161.607105,18.4914092,43.24293089,6.77,7.1,24073.23256,HighFreedom
2018,MUS,Mauritius,118.429658,17.02702418,42.95019021,6.78,7.56,25024.13379,HighFreedom
2019,MUS,Mauritius,123.9802287,16.34384407,42.57001247,6.8,7.52,25739.3549,HighFreedom
2020,MUS,Mauritius,166.3088175,15.39243146,41.83341801,6.72,6.66,21994.66598,HighFreedom
2021,MUS,Mauritius,176.8560683,14.92659215,42.24507211,6.73,6.63,22737.57294,HighFreedom
2022,MUS,Mauritius,113.3890676,14.43108268,41.79391477,6.68,6.96,24788.7665,HighFreedom
2023,MUS,Mauritius,109.6641752,14.1079567,41.38956833,6.67,7.24,26060.7329,HighFreedom
