year,iso_code,country,Y,X1,X2,X3,X4,X5,D
2022,EGY,Egypt Arab Rep.,109.1834712,6.649665446,31.31056314,3.48,4.57,16360.39078,LowFreedom
2023,EGY,Egypt Arab Rep.,99.82125995,6.582150864,32.46441224,3.49,4.5,16691.3874,LowFreedom
2013,ESP,Spain,84.6168096,73.75452578,130.9779519,7.21,7.07,40594.91401,HighFreedom
2014,ESP,Spain,82.5195462,69.83412912,118.9197029,7.24,7.15,41339.41112,HighFreedom
2015,ESP,Spain,78.67542627,67.61960736,116.9576179,7.41,7.12,43053.76143,HighFreedom
2016,ESP,Spain,78.44567116,61.95958973,113.3113415,7.43,7.26,44274.66761,HighFreedom
2017,ESP,Spain,77.34413995,58.68042797,112.0116048,7.43,7.3,45446.25086,HighFreedom
2018,ESP,Spain,77.55659602,55.12372051,108.5315568,7.49,7.34,46325.20994,HighFreedom
2019,ESP,Spain,78.9628383,49.54299189,106.0519204,7.57,7.34,46896.41711,HighFreedom
2020,ESP,Spain,95.66999701,45.41693758,103.1435756,7.43,6.89,41553.44779,HighFreedom
2021,ESP,Spain,92.2990899,37.19410347,95.95745731,7.42,7.08,44251.66582,HighFreedom
2022,ESP,Spain,85.3565992,33.48579956,89.81295422,7.43,7.14,46649.56354,HighFreedom
2023,ESP,Spain,78.05917318,32.36949882,86.95770777,7.41,7.26,47341.17179,HighFreedom
2013,EST,Estonia,47.53334718,13.95691007,79.59940967,7.61,7.99,34838.36295,HighFreedom
2014,EST,Estonia,48.255647,12.39013926,76.69224884,7.64,7.97,36090.49409,HighFreedom
2015,EST,Estonia,52.02540207,11.13371043,72.50489476,7.74,7.97,36729.80725,HighFreedom
2016,EST,Estonia,53.52004676,10.42353071,69.97361487,7.7,7.97,37854.84525,HighFreedom
2017,EST,Estonia,53.35141735,10.06370963,67.81670993,7.69,7.91,39939.45756,HighFreedom
2018,EST,Estonia,53.45995685,9.677565233,67.9238457,7.68,7.91,41273.19955,HighFreedom
2019,EST,Estonia,53.17390591,8.928386226,65.65520376,7.66,7.87,42652.53486,HighFreedom
2020,EST,Estonia,64.60797504,7.921005968,64.62820778,7.66,7.68,41340.76465,HighFreedom
2021,EST,Estonia,66.62053148,7.457959125,62.44917581,7.72,7.78,44251.5375,HighFreedom
2022,EST,Estonia,58.62057749,6.814876965,59.20977519,7.74,7.54,43690.41423,HighFreedom
2023,EST,Estonia,57.16858889,6.513385006,58.01254912,7.68,7.82,41706.51961,HighFreedom
2013,FIN,Finland,31.85620762,14.10102139,36.3414779,8.92,7.62,53183.42867,HighFreedom
2014,FIN,Finland,31.98408695,9.418014866,35.85416357,8.93,7.57,52710.73349,HighFreedom
2015,FIN,Finland,33.73470076,8.487438155,33.73156655,8.86,7.65,52782.48739,HighFreedom
2016,FIN,Finland,30.01684344,7.303984215,31.67233631,8.85,7.71,53984.63163,HighFreedom
2017,FIN,Finland,29.58441354,6.455889808,32.45276152,8.89,7.75,55637.22628,HighFreedom
2018,FIN,Finland,29.84615717,4.795619137,34.69263214,8.89,7.79,56226.33724,HighFreedom
2019,FIN,Finland,30.79394122,4.477942902,37.69652895,8.89,7.77,56922.48732,HighFreedom
2020,FIN,Finland,35.95380071,4.009779574,37.24592042,8.9,7.57,55424.8575,HighFreedom
2021,FIN,Finland,37.08353011,6.147686645,36.67265853,8.88,7.61,56790.37662,HighFreedom
2022,FIN,Finland,35.16326562,5.965505367,36.00532777,8.87,7.69,57068.30565,HighFreedom
2023,FIN,Finland,32.03143902,5.87374233,35.3056125,8.86,7.6,56246.44315,HighFreedom
2013,FJI,Fiji,42.96469097,10.75423,40.36732709,4.17,7.25,11019.29836,LowFreedom
2014,FJI,Fiji,45.3800074,11.95318079,43.62134807,4.23,7.55,11621.12949,LowFreedom
2015,FJI,Fiji,49.14481839,12.0669997,45.17389629,4.6,7.64,12131.09169,LowFreedom
2016,FJI,Fiji,50.27993228,11.72052712,50.27489263,4.6,7.64,12419.82578,LowFreedom
2017,FJI,Fiji,50.47485114,11.53363516,49.97908567,4.56,7.68,13090.50071,LowFreedom
2018,FJI,Fiji,49.78654099,11.35401196,51.86021677,4.52,7.1,13612.9521,LowFreedom
2019,FJI,Fiji,52.59283155,10.87232824,51.91153906,4.51,6.93,13567.47388,LowFreedom
2020,FJI,Fiji,67.49485515,10.3661697,51.37351749,4.66,6.83,11254.96982,LowFreedom
2021,FJI,Fiji,80.98206731,10.3037016,49.09410765,4.57,6.94,10685.19703,LowFreedom
2022,FJI,Fiji,70.39156042,10.22985583,48.74225427,4.56,6.9,12762.34664,LowFreedom
2023,FJI,Fiji,69.68580389,10.13314657,47.23834502,4.82,6.93,13652.49099,LowFreedom
2013,FRA,France,32.45291348,38.62136085,108.9156561,7.26,6.98,50066.53043,HighFreedom
2014,FRA,France,33.14900222,38.01914247,108.1124347,7.48,7,50326.56786,HighFreedom
2015,FRA,France,34.22150975,37.55429216,107.0881815,7.59,7,50682.89536,HighFreedom
2016,FRA,France,36.03867518,37.11423317,104.5331177,7.51,7.06,50984.0753,HighFreedom
2017,FRA,France,37.55788873,35.90385095,101.9685391,7.42,7.13,51895.5663,HighFreedom
2018,FRA,France,38.33192591,34.6838966,97.79632286,7.35,7.14,52560.95362,HighFreedom
2019,FRA,France,40.82358122,34.02560554,95.82662787,7.41,7.1,53448.55488,HighFreedom
2020,FRA,France,49.88193813,33.37093095,92.9906747,7.39,6.82,49311.33341,HighFreedom
2021,FRA,France,48.4245856,33.00312045,89.03486329,7.39,6.93,52517.33549,HighFreedom
2022,FRA,France,47.21189003,32.03855747,84.28869373,7.33,6.95,53691.61749,HighFreedom
2023,FRA,France,43.79183019,31.11274668,77.64636436,7.31,6.91,54017.87417,HighFreedom
2013,GEO,Georgia,27.23957575,33.0105233,68.37184616,5.53,7.65,13913.00182,HighFreedom
2014,GEO,Georgia,29.15055144,32.52992172,71.3002774,5.99,7.61,14475.31354,HighFreedom
2015,GEO,Georgia,32.88738033,32.34779712,70.52552678,5.95,7.71,14936.84341,HighFreedom
2016,GEO,Georgia,37.37556945,32.9664298,74.96934289,5.92,7.8,15442.95644,HighFreedom
2017,GEO,Georgia,37.95718748,33.52403138,76.69841082,5.91,7.86,16237.62422,HighFreedom
2018,GEO,Georgia,37.44191182,31.8146617,78.35458082,5.92,7.79,17228.67908,HighFreedom
2019,GEO,Georgia,39.68774838,33.90750955,85.90581247,5.92,7.72,18186.88165,HighFreedom
2020,GEO,Georgia,43.25366175,31.96264587,91.56958013,5.9,7.11,17031.14403,HighFreedom
2021,GEO,Georgia,40.52952121,31.60732483,96.49812049,5.88,7.22,18915.6534,HighFreedom
2022,GEO,Georgia,38.35638483,31.31028769,99.19481972,5.82,7.6,20966.52804,HighFreedom
2023,GEO,Georgia,39.39447012,31.42772901,97.01010494,5.82,7.62,22590.52936,HighFreedom
2013,GHA,Ghana,18.74370168,5.90137016,8.188624976,5.38,6.46,5593.774819,LowFreedom
2014,GHA,Ghana,20.43574706,6.129088333,8.241929839,5.36,6.56,5619.072335,LowFreedom
2015,GHA,Ghana,22.47770608,7.217664712,10.32810591,5.55,6.53,5607.366357,LowFreedom
2016,GHA,Ghana,23.52715276,7.21281417,11.27843124,5.54,6.62,5666.077953,LowFreedom
2017,GHA,Ghana,22.14983164,8.684419314,11.64760701,5.57,6.73,5993.630852,LowFreedom
2018,GHA,Ghana,22.12977556,8.817350501,11.88425502,5.41,6.76,6234.512082,LowFreedom
2019,GHA,Ghana,23.40797029,8.576095473,11.5088816,5.36,6.73,6508.246523,LowFreedom
2020,GHA,Ghana,26.48560309,6.34529476,11.82868698,5.38,6.46,6412.685418,LowFreedom
2021,GHA,Ghana,26.22004975,11.8689213,11.75028367,5.4,6.38,6607.502974,LowFreedom
2022,GHA,Ghana,25.70465767,6.107924355,11.35983293,5.27,6.41,6728.45414,LowFreedom
2023,GHA,Ghana,24.16099817,5.846573519,11.2456801,5.31,6.27,6808.537752,LowFreedom
2013,GIN,Guinea,14.718997420000001,1.763748019,1.414176339,2.46,3.29,2802.56007,LowFreedom
2014,GIN,Guinea,16.21705675,2.361982639,1.759908633,2.71,3.26,2834.966343,LowFreedom
2015,GIN,Guinea,17.13636607,2.622866298,2.158244268,2.85,3.4,2869.851572,LowFreedom
2016,GIN,Guinea,16.78947863,2.60420228,2.327778575,2.93,4.74,3099.788742,LowFreedom
2017,GIN,Guinea,16.40159486,2.628098242,2.331377472,2.92,5.78,3332.765762,LowFreedom
2018,GIN,Guinea,16.21688962,2.662385624,2.387912879,3.11,5.72,3455.645126,LowFreedom
2019,GIN,Guinea,17.22451591,2.624216348,2.437723816,3.38,5.87,3557.462339,LowFreedom
2020,GIN,Guinea,18.96696987,2.637043192,2.45606964,3.38,5.84,3630.993306,LowFreedom
2021,GIN,Guinea,17.63887383,2.597250077,2.496873262,3.39,5.75,3738.805126,LowFreedom
2022,GIN,Guinea,23.14316758,2.703211488,2.654504975,3.42,5.63,3792.010688,LowFreedom
2023,GIN,Guinea,20.22588199,2.764575159,2.634616498,3.36,5.53,3904.823955,LowFreedom
2013,GMB,Gambia,30.71349649,6.61124522,4.916054138,4.75,5.99,2572.447289,LowFreedom
2014,GMB,Gambia,32.85383448,6.570167334,5.174006775,4.69,5.99,2465.109711,LowFreedom
2015,GMB,Gambia The,28.23096671,6.689357392,5.255923665,4.74,6.05,2495.957416,HighFreedom
2016,GMB,Gambia The,28.78244678,6.567398507,7.030979578,4.82,6.16,2478.460558,LowFreedom
2017,GMB,Gambia The,31.99215844,6.524394862,8.174241839,5.19,6.88,2533.186837,HighFreedom
2018,GMB,Gambia The,33.78175122,6.261727086,6.989834887,5.18,6.68,2651.432815,HighFreedom
2019,GMB,Gambia The,38.58304611,6.079723556,7.5643072159999996,5.19,6.74,2750.821322,LowFreedom
2020,GMB,Gambia The,45.23313655,5.898426355,8.024603297,5.17,6.84,2702.319195,HighFreedom
2021,GMB,Gambia The,48.35380839,5.851950961,8.51192867,5.2,6.83,2777.79621,HighFreedom
2022,GMB,Gambia The,44.61604509,5.803995212,8.512526311,5.36,6.74,2863.180499,HighFreedom
2023,GMB,Gambia The,40.03356541,5.691092502,8.31775058,5.41,6.8,2932.280596,HighFreedom
2013,GNB,Guinea-Bissau,17.23897812,2.674201057,3.908447698,2.16,4.08,2166.00798,LowFreedom
2014,GNB,Guinea-Bissau,19.25470347,2.595906256,4.193387029,2.27,5.08,2130.191233,LowFreedom
2015,GNB,Guinea-Bissau,17.18002122,3.19833144,3.973684517,2.4,4.77,2203.485144,LowFreedom
2016,GNB,Guinea-Bissau,16.39912826,3.10477194,4.798283908,2.44,5.02,2265.571797,LowFreedom
2017,GNB,Guinea-Bissau,16.11862415,3.013847258,5.023078764,2.49,5.01,2314.15796,LowFreedom
2018,GNB,Guinea-Bissau,18.20436542,2.925166269,5.141201321,2.49,4.91,2344.869271,LowFreedom
2019,GNB,Guinea-Bissau,18.50144931,3.613403663,5.936306017,2.54,4.82,2418.104102,LowFreedom
2020,GNB,Guinea-Bissau,22.77509085,3.508619509,6.09831486,2.55,5.12,2413.679078,LowFreedom
2021,GNB,Guinea-Bissau,22.46539205,3.408036963,6.491498976,2.53,4.95,2483.850629,LowFreedom
2022,GNB,Guinea-Bissau,24.22070399,3.308300526,7.404291653,2.53,4.88,2564.424072,LowFreedom
2023,GNB,Guinea-Bissau,21.33779692,3.286662723,7.031929546,2.76,4.9,2619.413537,LowFreedom
2013,GRC,Greece,87.49943396,32.4866639,77.39092763,6.31,6.21,30762.44322,LowFreedom
2014,GRC,Greece,86.76643222,28.15067479,74.52028574,6.34,6.75,31213.37651,HighFreedom
2015,GRC,Greece,70.62787169,26.81135215,57.19971259,6.46,6.58,31347.97657,LowFreedom
2016,GRC,Greece,73.20321287,24.64157463,57.59100409,6.31,7.05,31468.61985,LowFreedom
2017,GRC,Greece,73.7826811,22.91431643,60.11612745,6.35,7.09,31995.41088,LowFreedom
2018,GRC,Greece,77.17161243,20.94502882,60.94187346,6.36,6.96,32722.33104,LowFreedom
2019,GRC,Greece,80.12343586,19.32775121,62.1186959,6.37,6.88,33502.75065,HighFreedom
2020,GRC,Greece,96.55469725,18.36086083,62.50969227,6.39,6.08,30487.11293,LowFreedom
2021,GRC,Greece,96.67548243,17.04610669,63.08930256,6.44,6.27,33531.15511,HighFreedom
2022,GRC,Greece,89.9787885,16.33754866,66.47347061,6.45,6.67,35906.61277,HighFreedom
2023,GRC,Greece,85.80448887,15.64759003,67.27240375,6.46,6.89,36854.5044,HighFreedom
2013,GTM,Guatemala,34.37153647,35.31469648,32.44459747,4.57,7.19,10297.83929,HighFreedom
2014,GTM,Guatemala,34.76883311,35.13230488,34.45473884,4.63,7.04,10553.56393,HighFreedom
2015,GTM,Guatemala,35.61580842,35.09227279,35.25966017,4.68,7.14,10785.95815,HighFreedom
2016,GTM,Guatemala,35.89216106,34.11233062,36.66260604,4.64,7.08,10872.59368,HighFreedom
2017,GTM,Guatemala,36.79387826,33.35890974,36.99178093,4.7,7.01,11005.45908,HighFreedom
2018,GTM,Guatemala,38.49948866,27.04958477,35.98105144,4.75,6.91,11192.37173,HighFreedom
2019,GTM,Guatemala,38.88222763,24.99877767,36.12220956,4.75,7.14,11466.37626,HighFreedom
2020,GTM,Guatemala,45.38787275,23.76903633,35.29236263,4.78,7.06,11097.15007,HighFreedom
2021,GTM,Guatemala,44.9666774,23.49239333,36.08581476,4.66,7.09,11825.14092,HighFreedom
2022,GTM,Guatemala,45.10091941,22.75770983,35.66457051,4.56,7.06,12147.9306,HighFreedom
2023,GTM,Guatemala,42.80507898,22.26843209,35.39859558,4.61,7.07,12384.94803,HighFreedom
2013,GUY,Guyana,33.39846574,8.279197649,16.17331634,4.12,6.87,11896.90699,LowFreedom
2014,GUY,Guyana,33.58484732,8.582397693,16.59263554,4.11,6.88,12030.05293,LowFreedom
2015,GUY,Guyana,33.60392847,8.69433734,17.19966735,4.18,7.1,12040.08253,LowFreedom
2016,GUY,Guyana,33.62122857,8.621998467,19.49321392,4.2,6.86,12420.47247,LowFreedom
2017,GUY,Guyana,30.05664693,8.556213392,20.83251956,4.21,6.65,12801.64085,LowFreedom
2018,GUY,Guyana,31.2840261,8.244037858,20.78931286,4.23,6.61,12980.3576,LowFreedom
2019,GUY,Guyana,33.7334994,8.050571591,20.65146625,4.22,6.57,13402.42195,LowFreedom
2020,GUY,Guyana,35.32684428,8.076650929,20.71836543,4.25,6.84,19234.1302,LowFreedom
2021,GUY,Guyana,27.44191357,7.994466439,20.50754434,4.18,6.15,22865.9271,LowFreedom
2022,GUY,Guyana,17.68437222,7.93033716,21.20503197,4.34,6.48,37068.19938,LowFreedom
2023,GUY,Guyana,18.63835251,8.047394014,21.74508595,4.27,6.48,49312.36032,LowFreedom
2013,HKG,Hong Kong SAR China,427.9859752,22.9545791,50.44962439,8.46,9.21,60601.575,HighFreedom
2014,HKG,Hong Kong SAR China,444.1856545,22.70762176,50.07883504,8.49,9.21,61839.7777,HighFreedom
2015,HKG,Hong Kong SAR China,446.9664927,22.26422519,49.61387229,8.48,9.21,62779.71722,HighFreedom
2016,HKG,Hong Kong SAR China,469.3420215,21.5300007,50.82189007,8.44,9.21,63749.38287,HighFreedom
2017,HKG,Hong Kong SAR China,477.873925,21.05813375,50.46611575,8.44,9.19,65662.80999,HighFreedom
2018,HKG,Hong Kong SAR China,470.4991379,21.10897863,51.59635323,8.42,9.23,66993.93053,HighFreedom
2019,HKG,Hong Kong SAR China,482.9351759,20.78013533,52.66507869,8.08,9.11,65388.33087,HighFreedom
2020,HKG,Hong Kong SAR China,541.1862203,19.91756959,51.22521679,7.92,8.75,61328.53996,HighFreedom
2021,HKG,Hong Kong SAR China,528.4375249,19.40367162,50.06420355,7.68,8.8,65884.93763,HighFreedom
2022,HKG,Hong Kong SAR China,548.7616701,18.74840994,48.89560864,7.6,8.53,64036.66717,HighFreedom
2023,HKG,Hong Kong SAR China,542.7069595,17.92026552,46.06370075,7.6,8.49,64428.73002,HighFreedom
2013,HND,Honduras,43.35863612,21.57722841,22.96987632,4,6.32,5644.133848,HighFreedom
2014,HND,Honduras,44.63761694,21.41769016,22.73596525,4.14,6.53,5705.162463,HighFreedom
2015,HND,Honduras,43.05116056,19.39333136,23.35183295,3.98,6.61,5812.534888,HighFreedom
2016,HND,Honduras,45.55233794,19.59429463,23.91085954,3.79,6.45,5926.490255,HighFreedom
2017,HND,Honduras,55.35798205,19.50294542,23.79673904,3.91,6.52,6099.607349,HighFreedom
2018,HND,Honduras,56.33541501,18.93126282,24.35332353,3.97,6.46,6219.279738,HighFreedom
2019,HND,Honduras,59.23749958,18.42312392,25.44003497,3.97,6.41,6264.018843,HighFreedom
2020,HND,Honduras,75.0440593,16.12974434,24.91586524,4,6.38,5603.263984,HighFreedom
2021,HND,Honduras,70.82801091,15.54078366,25.14159776,4.01,6.34,6202.980788,LowFreedom
2022,HND,Honduras,68.93192859,15.53002225,25.43302298,4.09,6.49,6352.587102,HighFreedom
2023,HND,Honduras,70.67511439,15.80590297,25.73053971,4,6.45,6467.880035,HighFreedom
2013,HRV,Croatia,64.35000158,34.71130563,114.3088763,6.02,6.14,28403.31857,HighFreedom
2014,HRV,Croatia,66.09728197,34.12447425,117.8033772,6.01,6.21,28462.36618,HighFreedom
2015,HRV,Croatia,68.71482467,33.93862385,124.6391024,6.04,6.31,29473.44684,HighFreedom
2016,HRV,Croatia,68.355329,33.3223589,129.7263091,5.89,6.36,30826.63245,HighFreedom
2017,HRV,Croatia,66.9345934,32.96122104,143.1119448,5.86,6.45,32353.73259,HighFreedom
2018,HRV,Croatia,67.52196754,30.81216464,151.0676415,5.99,6.43,33732.81423,HighFreedom
2019,HRV,Croatia,67.36048146,29.18219347,161.346422,6.01,6.43,35125.50741,HighFreedom
2020,HRV,Croatia,79.41858866,27.98239468,146.2132384,6.07,6.16,32495.49396,HighFreedom
2021,HRV,Croatia,77.28104342,26.9482371,141.2750039,6.11,6.27,36932.59379,HighFreedom
2022,HRV,Croatia,77.17671429,26.29947077,126.6248397,6.21,6.04,39864.08168,HighFreedom
2023,HRV,Croatia,69.6709151,24.71347159,129.0592405,6.18,6.16,41137.45307,HighFreedom
2013,HUN,Hungary,34.80134184,15.42597291,57.1814652,6.63,7.03,28891.02175,HighFreedom
2014,HUN,Hungary,33.23529946,15.55134327,58.02030211,6.57,6.88,30264.94923,HighFreedom
2015,HUN,Hungary,34.11875712,15.20658939,57.54393051,6.6,6.88,31485.56754,HighFreedom
2016,HUN,Hungary,35.2065535,14.81398738,59.86720627,6.59,6.94,32378.9675,HighFreedom
2017,HUN,Hungary,36.21071928,14.76016536,61.43452688,6.61,6.9,33828.71494,HighFreedom
2018,HUN,Hungary,37.60210531,14.3219877,61.08544753,6.64,6.88,35798.04128,HighFreedom
2019,HUN,Hungary,39.17616734,23.63517145,61.50214431,6.62,6.92,37662.67681,HighFreedom
2020,HUN,Hungary,47.64675829,23.45499594,60.56181614,6.61,6.53,36119.52117,HighFreedom
2021,HUN,Hungary,49.27347883,22.62960095,59.78249575,6.66,6.52,38887.19095,HighFreedom
2022,HUN,Hungary,42.50877748,17.52060529,57.72783579,6.67,6.54,40656.96868,HighFreedom
2023,HUN,Hungary,37.16468875,16.23852788,59.2608739,6.62,6.61,40368.58819,HighFreedom
2013,IDN,Indonesia,38.38169026,17.19632961,40.95660373,4.46,5.54,10121.81415,LowFreedom
2014,IDN,Indonesia,38.92653469,17.42307715,48.08234798,4.71,5.53,10504.38694,LowFreedom
2015,IDN,Indonesia,38.2867345,17.2941536,51.92691609,4.78,5.57,10893.66211,LowFreedom
2016,IDN,Indonesia,39.00067994,16.95040997,53.37010439,4.92,5.62,11319.66343,HighFreedom
2017,IDN,Indonesia,38.92035729,16.49819032,54.32316051,4.9,5.61,11772.57433,HighFreedom
2018,IDN,Indonesia,37.94420317,15.95291631,53.75686251,4.95,5.62,12262.23103,HighFreedom
2019,IDN,Indonesia,37.88781676,15.51057863,52.95603614,4.92,5.67,12757.78509,HighFreedom
2020,IDN,Indonesia,43.16025227,15.13212531,51.34678172,4.86,5.51,12388.54493,LowFreedom
2021,IDN,Indonesia,44.05708946,15.76537142,47.99230935,4.77,5.64,12757.07464,HighFreedom
2022,IDN,Indonesia,41.62445619,12.23034966,47.31503438,4.71,5.59,13334.26539,HighFreedom
2023,IDN,Indonesia,40.48338117,11.55079743,45.47596468,4.71,5.65,13889.97491,HighFreedom
2013,IND,India,62.42585049,11.75619438,12.76076195,4.95,5.8,5732.241891,LowFreedom
2014,IND,India,63.80932578,12.76119416,17.62767713,4.93,5.77,6079.843935,LowFreedom
2015,IND,India,64.78503796,13.43791455,19.50516036,5.14,5.81,6488.1460290000005,LowFreedom
2016,IND,India,62.36835314,14.10110353,20.99403896,5.26,5.91,6940.625889,LowFreedom
2017,IND,India,62.78528013,14.34942687,21.76842642,5.26,5.96,7326.606937,LowFreedom
2018,IND,India,60.50079676,14.2800431,21.38678123,5.36,5.9,7714.339747,LowFreedom
2019,IND,India,64.15148259,14.40204118,20.67220449,5.34,6.01,7930.09113,LowFreedom
2020,IND,India,70.65942035,14.54690227,21.20303229,5.39,5.98,7399.530681,LowFreedom
2021,IND,India,66.52905023,14.39315726,21.16854095,5.39,5.9,8050.018575,LowFreedom
2022,IND,India,64.23608664,14.26709129,24.56163942,5.44,5.96,8594.391905,LowFreedom
2023,IND,India,63.19313075,14.40581331,24.8476526,5.43,5.99,9301.756032,LowFreedom
2013,IRQ,Iraq,20.5892506,5.113761074,1.019879315,2.28,5.23,13712.93171,LowFreedom
2014,IRQ,Iraq,21.50819824,5.008430474,1.534321387,2.26,5.3,13536.82277,LowFreedom
2015,IRQ,Iraq,24.64760957,4.684097164,1.795049628,2.28,5,13516.0272,LowFreedom
2016,IRQ,Iraq,24.94786986,3.917208858,2.303474976,2.43,5.81,15016.09206,LowFreedom
2017,IRQ,Iraq,23.92572058,3.84644486,2.76674104,2.3,5.73,14417.63069,LowFreedom
2018,IRQ,Iraq,20.56920687,4.249082006,3.540901672,2.33,5.45,14456.23571,LowFreedom
2019,IRQ,Iraq,33.60249576,3.814997422,4.029591028,2.57,5.45,14910.22503,LowFreedom
2020,IRQ,Iraq,44.39162206,3.729160421,5.172955449,2.48,5.77,12827.63454,LowFreedom
2021,IRQ,Iraq,35.75442863,3.666031571,5.870148712,2.53,5.83,12731.75358,LowFreedom
2022,IRQ,Iraq,34.56685318,3.439283128,8.081951791,2.52,5.8,13433.39772,LowFreedom
2023,IRQ,Iraq,41.70036851,3.219838891,14.18069242,2.49,5.8,13202.32281,LowFreedom
2013,ISL,Iceland,48.60915288,43.17403024,76.23522456,8.45,7.28,57707.42212,HighFreedom
2014,ISL,Iceland,48.25266462,40.31437534,78.70901852,8.54,7.38,58031.85868,HighFreedom
2015,ISL,Iceland,45.59223135,36.36170809,73.48095177,8.6,7.38,59978.33157,HighFreedom
2016,ISL,Iceland,45.36161026,35.35186267,88.56571911,8.55,7.13,62880.26272,HighFreedom
2017,ISL,Iceland,46.85408981,34.38901579,88.32547212,8.5,7.15,63999.16047,HighFreedom
2018,ISL,Iceland,47.47140124,31.21996394,85.59181125,8.56,7.14,65354.26157,HighFreedom
2019,ISL,Iceland,47.63441017,30.08392732,77.26099516,8.55,7.12,65122.75495,HighFreedom
2020,ISL,Iceland,55.35180241,27.86796628,72.52386404,8.55,6.78,59627.24234,HighFreedom
2021,ISL,Iceland,56.0586341,26.39018549,69.93399155,8.55,6.67,61610.21327,HighFreedom
2022,ISL,Iceland,52.17235971,25.33699811,68.31367845,8.54,6.85,65475.41129,HighFreedom
2023,ISL,Iceland,52.23249687,23.26836805,57.08506295,8.54,7,67177.20263,HighFreedom
2013,ISR,Israel,92.63158617,21.63282564,123.9395034,6.35,6.98,40148.77745,HighFreedom
2014,ISR,Israel,93.97913075,20.97626274,123.8396498,6.38,7.07,40872.58084,HighFreedom
2015,ISR,Israel,95.48670638,20.17192534,102.056971,6.54,7.15,40967.37076,HighFreedom
2016,ISR,Israel,97.44665685,18.95101407,111.5533014,6.56,7.03,41963.6758,HighFreedom
2017,ISR,Israel,97.13485091,17.96257674,121.8991962,6.55,7.26,42947.05867,HighFreedom
2018,ISR,Israel,95.27671167,17.42042543,128.8735163,6.5,7.29,43814.295,HighFreedom
2019,ISR,Israel,94.07999283,16.81108474,133.5974139,6.49,7.33,44580.80788,HighFreedom
2020,ISR,Israel,110.8786842,16.1949498,133.70635,6.48,7.16,42915.94169,HighFreedom
2021,ISR,Israel,115.2817242,15.23837393,131.7697291,6.49,7.3,46162.08227,HighFreedom
2022,ISR,Israel,110.8686067,14.43441233,128.2575795,6.54,7.31,48098.18724,HighFreedom
2023,ISR,Israel,108.2562409,13.98466624,136.3399758,6.32,7.21,47527.15102,HighFreedom
2013,ITA,Italy,55.36625172,53.21702082,92.30588471,6.28,6.72,46833.36153,HighFreedom
2014,ITA,Italy,56.72987462,51.19677955,93.15536072,6.38,6.75,46825.65112,HighFreedom
2015,ITA,Italy,58.97576953,50.22894517,97.04272227,6.34,6.81,47311.82553,HighFreedom
2016,ITA,Italy,60.92074639,48.00575322,94.83960186,6.3,6.83,47987.83796,HighFreedom
2017,ITA,Italy,62.21970382,44.96728557,93.11160762,6.35,6.85,48849.21835,HighFreedom
2018,ITA,Italy,62.59180174,41.01841064,91.33976846,6.72,6.87,49133.14353,HighFreedom
2019,ITA,Italy,65.16051501,39.09333793,90.87579318,6.77,6.89,49690.62985,HighFreedom
2020,ITA,Italy,78.98782824,37.63371549,90.31512736,6.69,6.52,45505.06887,HighFreedom
2021,ITA,Italy,76.55363046,34.36563644,88.19378023,6.72,6.52,49825.39341,HighFreedom
2022,ITA,Italy,70.45581941,33.07415318,90.32531892,6.73,6.47,52333.32743,HighFreedom
2023,ITA,Italy,56.89735013,31.40323693,88.40987483,6.78,6.58,52725.7462,HighFreedom
2013,JAM,Jamaica,34.03905883,5.723918251,27.95180079,5.64,7.63,9687.608304,HighFreedom
2014,JAM,Jamaica,33.9617343,5.181696176,30.52490111,5.73,7.66,9719.303899,HighFreedom
2015,JAM,Jamaica,35.39550165,5.264099401,31.16533185,6.03,7.71,9778.118542,HighFreedom
2016,JAM,Jamaica,37.90491063,5.211542506,32.51449086,5.92,7.71,9886.551393,HighFreedom
2017,JAM,Jamaica,47.12433203,7.949688523,34.03745948,5.92,7.72,9964.391023,HighFreedom
2018,JAM,Jamaica,48.20442442,8.105738682,34.77769446,5.74,7.76,10137.11105,HighFreedom
2019,JAM,Jamaica,50.88833093,8.128343399,36.46527536,5.72,7.78,10216.06554,HighFreedom
2020,JAM,Jamaica,63.82026231,7.73836499,40.07049917,5.76,7.73,9178.320778,HighFreedom
2021,JAM,Jamaica,64.399787130000007,7.537080452,39.97737994,5.8,7.74,9577.164211,HighFreedom
2022,JAM,Jamaica,58.43755049,7.095168103,41.16949393,5.86,7.77,10072.04853,HighFreedom
2023,JAM,Jamaica,56.78876795,7.010918744,38.58182613,5.81,7.72,10332.05513,HighFreedom
2013,JOR,Jordan,112.7964468,16.25260311,25.74289381,4.42,7.25,10799.35381,HighFreedom
2014,JOR,Jordan,115.668514,15.21113581,24.89730735,4.42,7.28,10148.9981,HighFreedom
2015,JOR,Jordan,118.9847424,14.3677168,22.99798964,4.5,7.18,9581.689226,HighFreedom
2016,JOR,Jordan,116.1535689,13.96714701,25.11341827,4.51,7.16,9321.904511,HighFreedom
2017,JOR,Jordan,112.3756008,13.62767126,25.98006534,4.48,7.21,9339.810397,HighFreedom
2018,JOR,Jordan,109.9199437,13.72665981,27.78495111,4.46,7.4,9311.531163,HighFreedom
2019,JOR,Jordan,111.7347963,13.56738143,24.63476918,4.57,7.32,9288.527091,HighFreedom
