"Cluster","Nr_Tari","Avg_Depozite","Avg_PIB","Avg_Digital","Avg_Legal"
"1",49,60.9334334084898,17100.3569944082,38.3369381851633,4.86265306122449
"2",31,32.17229857,4920.37003487097,7.4148989836129,4.07645161290323
"3",22,107.317082085909,62910.7546518182,86.7413418077727,7.60181818181818
"4",33,67.6664921981818,40198.4431154545,20.8222199687273,6.70242424242424
